GU_CDE,DONG_CDE,JIBUN,geometry,X좌표,Y좌표
590,10200,329도,POINT (195054.921749845 545435.6609998303),195054.921749845,545435.6609998303
590,10200,329도,POINT (195063.1212346952 545443.2333567619),195063.1212346952,545443.2333567619
590,10200,329도,POINT (195100.8692320061 545440.6447643739),195100.86923200608,545440.6447643739
590,10200,329도,POINT (195115.5446096265 545445.1928001088),195115.5446096265,545445.1928001088
590,10200,329도,POINT (195110.4973550116 545454.3249073341),195110.4973550116,545454.324907334
590,10400,344-10 도,POINT (195769.1949360595 545899.578022144),195769.1949360595,545899.578022144
590,10800,466-10대,POINT (193310.5183247672 545116.0857827845),193310.51832476718,545116.0857827845
590,10800,466-67도,POINT (193480.8998034878 545224.0460787376),193480.89980348782,545224.0460787376
590,10800,375-1학,POINT (193406.524105576 544831.0376715061),193406.524105576,544831.037671506
590,10800,375-1학,POINT (193395.3101050933 544820.1466988839),193395.3101050933,544820.1466988839
590,10800,375-1학,POINT (193415.4771254011 544818.2074680108),193415.47712540108,544818.2074680108
590,10800,466-10대,POINT (193408.9459851672 544898.768096196),193408.9459851672,544898.768096196
590,10800,466-67도,POINT (193409.769586091 544945.6827617328),193409.76958609102,544945.6827617328
590,10800,501대,POINT (193398.8882339488 545007.5615297183),193398.8882339488,545007.5615297183
590,10400,457-283도,POINT (195707.760546906 545462.6513593753),195707.760546906,545462.6513593753
590,10200,329도,POINT (195215.2395761345 545404.9287556728),195215.23957613448,545404.9287556728
590,10200,329도,POINT (195229.7531053143 545399.0757308071),195229.7531053143,545399.0757308071
590,10800,466-10대,POINT (193341.2026606368 545061.4521901724),193341.2026606368,545061.4521901724
590,10800,466-10대,POINT (193301.4977698438 544963.6175801612),193301.4977698438,544963.6175801612
590,10800,335-11도,POINT (193647.354919756 544489.7965606782),193647.354919756,544489.7965606782
590,10800,466-26도,POINT (193653.58722981 544453.4323851656),193653.58722981,544453.4323851656
590,10200,329도,POINT (195244.1736523352 545405.5910290123),195244.1736523352,545405.5910290122
590,10100,323-1도,POINT (195353.1855651693 545411.8576213598),195353.1855651693,545411.8576213598
590,10100,217-30대,POINT (195321.9348265829 545433.6565486731),195321.9348265829,545433.6565486732
590,10100,90-2도,POINT (195075.102966635 545805.2581600235),195075.102966635,545805.2581600235
590,10100,224도,POINT (195117.2730459606 545672.1873901532),195117.27304596058,545672.1873901532
590,10500,204-136구,POINT (196400.3031642841 545304.9361947412),196400.3031642841,545304.9361947412
590,10800,408-5천,POINT (193662.040496467 544389.1984686169),193662.040496467,544389.1984686169
590,10900,349-35도,POINT (193632.3808792378 544343.2680710281),193632.3808792378,544343.2680710282
590,10900,345-6도,POINT (193644.7756088285 544327.2374555873),193644.77560882852,544327.2374555873
590,10800,336-1도,POINT (193840.1896880091 544466.5666817409),193840.1896880091,544466.5666817409
590,10200,417 대,POINT (193858.114136737 544482.998554604),193858.114136737,544482.998554604
590,10200,356-27대,POINT (193969.9367615617 544550.5662216886),193969.93676156172,544550.5662216886
590,10800,466-61 도,POINT (193515.0872201734 544471.6160446916),193515.0872201734,544471.6160446915
590,10800,390-6 학,POINT (193149.835743382 544482.3326683739),193149.835743382,544482.332668374
590,10200,248-20도,POINT (194027.5266369511 544503.2828944747),194027.5266369511,544503.2828944747
590,10500,86-181 도,POINT (196534.8117314564 545017.8786596314),196534.8117314564,545017.8786596314
590,10500,245-1학,POINT (196535.4357155452 544939.2749993769),196535.4357155452,544939.2749993769
590,10900,395공,POINT (192758.9462222965 543964.6305102698),192758.94622229648,543964.6305102698
590,10200,187-2도,POINT (194336.5650298988 544824.6494586124),194336.56502989877,544824.6494586124
590,10200,364-22 도,POINT (194404.6916636116 544903.3013495659),194404.6916636116,544903.301349566
590,10200,366-27도,POINT (194494.0503510039 544948.2589153375),194494.0503510039,544948.2589153375
590,10200,315-127대,POINT (194498.3251756002 544964.3159728592),194498.32517560018,544964.3159728593
590,10200,313-109대,POINT (194501.7194476901 544989.4112564384),194501.71944769012,544989.4112564385
590,10200,364-10 도,POINT (194461.7353201945 545026.1037588383),194461.73532019448,545026.1037588383
590,10500,4도,POINT (196790.2260241921 545453.2943666675),196790.22602419212,545453.2943666675
590,10500,102-140도,POINT (196725.9892218771 545411.0128557429),196725.9892218771,545411.0128557429
590,10500,114-22도,POINT (196740.1358131119 545559.1816635364),196740.1358131119,545559.1816635364
590,10500,116-26도,POINT (196744.7117207697 545577.9736392041),196744.7117207697,545577.973639204
590,10200,34-60대,POINT (195189.8838417212 544676.0903239226),195189.88384172122,544676.0903239226
590,10200,207-4대,POINT (195027.0216461521 544424.7296703645),195027.0216461521,544424.7296703645
590,10200,408-9도,POINT (196158.9640353252 543745.6767583756),196158.9640353252,543745.6767583756
590,10200,164-7대,POINT (194947.7994183904 544493.6956275521),194947.79941839038,544493.6956275521
590,10300,315-12대,POINT (195731.0828907057 544306.7664751539),195731.0828907057,544306.7664751539
590,10300,315-3대,POINT (195758.6250897989 544327.7793000821),195758.6250897989,544327.7793000821
590,10600,산29-3임,POINT (198499.9077779368 544201.9194486502),198499.9077779368,544201.9194486502
590,10300,511 학,POINT (196038.1892992615 543864.437650601),196038.1892992615,543864.437650601
590,10400,475-1도,POINT (196098.0153595749 546046.5265563607),196098.01535957487,546046.5265563607
590,10300,431 대,POINT (195949.6616489645 544025.0249693717),195949.66164896448,544025.0249693717
590,10300,431 대,POINT (195983.7920674475 544020.3443988833),195983.7920674475,544020.3443988833
590,10300,431 대,POINT (195961.4553348363 543978.4760294232),195961.4553348363,543978.4760294232
590,10300,422 대,POINT (196144.7262757531 543992.3404858668),196144.72627575308,543992.3404858668
590,10300,102-2도,POINT (196163.6312500736 543978.4971838689),196163.63125007358,543978.4971838689
590,10200,329도,POINT (194985.6746877266 545375.3690351913),194985.6746877266,545375.3690351914
590,10200,329-4도,POINT (194961.2593791814 545323.2365693243),194961.2593791814,545323.2365693243
590,10300,421 대,POINT (196185.7919406265 543984.3304778597),196185.79194062648,543984.3304778597
590,10200,312-6 대,POINT (194608.4726900061 545045.9171845496),194608.4726900061,545045.9171845496
590,10200,313-8대,POINT (194533.1994048046 545002.3212475955),194533.19940480462,545002.3212475955
590,10200,365-8도,POINT (194539.1932394317 544984.0673894716),194539.1932394317,544984.0673894716
590,10200,368-60도,POINT (194602.3319599501 545017.4785028055),194602.33195995013,545017.4785028055
590,10300,500-1도,POINT (195771.1349936083 545167.9792970103),195771.13499360828,545167.9792970103
590,10300,508-1도,POINT (195682.0006560635 545240.779246248),195682.00065606352,545240.779246248
590,10200,441-11학,POINT (195396.4529358718 545304.9700172328),195396.45293587178,545304.9700172328
590,10100,493 학,POINT (195412.9085718193 545321.1079469689),195412.9085718193,545321.1079469689
590,10100,493 학,POINT (195424.6845582691 545317.2615620362),195424.6845582691,545317.2615620361
590,10100,324-2도,POINT (195461.6046167084 545352.9928661027),195461.60461670838,545352.9928661027
590,10100,50-1도,POINT (194705.2607364362 545856.0286564308),194705.2607364362,545856.0286564308
590,10100,15-30 대,POINT (194704.6166793963 545820.1500120369),194704.61667939628,545820.1500120369
590,10100,56-26대,POINT (194712.7598248219 545627.3898431106),194712.7598248219,545627.3898431106
590,10100,231-124도,POINT (194716.2255690483 545430.7895733906),194716.22556904829,545430.7895733906
590,10500,10-5도,POINT (197072.3746129106 545293.7567837308),197072.3746129106,545293.7567837308
590,10500,9-22도,POINT (196986.0589355774 545301.5190910915),196986.05893557737,545301.5190910915
590,10200,329-3도,POINT (194811.052596602 545156.5421840583),194811.05259660198,545156.5421840582
590,10200,329-3도,POINT (194838.773122276 545184.2896636651),194838.773122276,545184.2896636651
590,10200,329-3도,POINT (194817.3519231144 545169.9848796525),194817.35192311442,545169.9848796525
590,10200,329-3도,POINT (194847.4528390512 545213.2636961393),194847.4528390512,545213.2636961393
590,10200,329-3도,POINT (194862.6260364899 545232.590596361),194862.62603648988,545232.590596361
590,10200,329-3도,POINT (194878.7348043582 545239.1421231638),194878.73480435822,545239.1421231638
590,10200,329-3도,POINT (194865.0066050575 545246.9760011501),194865.0066050575,545246.9760011501
590,10200,329-3도,POINT (194888.8037396522 545241.3690465541),194888.80373965218,545241.3690465541
590,10200,329-3도,POINT (194927.2173066872 545284.4922287222),194927.21730668718,545284.4922287222
590,10200,329-3도,POINT (194927.5674417769 545294.1331609846),194927.56744177692,545294.1331609846
590,10500,143-57 도,POINT (196584.7866298947 545744.8902836336),196584.7866298947,545744.8902836336
590,10500,331천,POINT (196713.5638698396 545564.7629928951),196713.56386983962,545564.7629928951
590,10500,259천,POINT (196616.3988886147 545481.7873883613),196616.3988886147,545481.7873883613
590,10200,126-124 도,POINT (196106.6496168635 543822.7202450028),196106.64961686352,543822.7202450028
590,10900,4533대,POINT (192173.3273637503 544002.0715690907),192173.32736375032,544002.0715690907
590,10300,36-1대,POINT (195390.7529108704 544872.0786134742),195390.7529108704,544872.0786134743
590,10300,36-1대,POINT (195411.2174908628 544857.7619902414),195411.21749086282,544857.7619902414
590,10300,414대,POINT (195539.7579221015 544969.3963490637),195539.75792210147,544969.3963490637
590,10300,,POINT (196078.6790241114 543864.7654032072),196078.6790241114,543864.7654032072
590,10200,363-262 도,POINT (194465.5353721015 545033.6062801655),194465.5353721015,545033.6062801655
590,10200,294-520대,POINT (194342.7594626753 545168.7353957916),194342.7594626753,545168.7353957916
590,10200,446-5 대,POINT (194230.6809079393 545132.8234249643),194230.6809079393,545132.8234249643
590,10200,363-27대,POINT (194283.2833436226 545141.8225266166),194283.2833436226,545141.8225266165
590,10200,446-8 대,POINT (194223.9868400519 545141.2407230885),194223.98684005192,545141.2407230885
590,10200,446-9 대,POINT (194235.0245925971 545146.5824228529),194235.0245925971,545146.5824228529
590,10200,294-37 대,POINT (194235.8304638522 545160.8719290027),194235.83046385218,545160.8719290027
590,10200,294-533대,POINT (194240.9880110617 545179.0255958611),194240.9880110617,545179.0255958611
590,10200,294-33대,POINT (194247.3564879188 545202.9599335553),194247.3564879188,545202.9599335553
590,10200,294-33대,POINT (194252.0406149933 545215.9526455614),194252.04061499328,545215.9526455614
590,10200,산10-7임,POINT (194338.2447372484 545210.0284177508),194338.2447372484,545210.0284177507
590,10400,383천,POINT (196082.372212621 546013.3391815424),196082.372212621,546013.3391815424
590,10400,258-49도,POINT (196089.9600896273 546023.6301732177),196089.9600896273,546023.6301732177
590,10800,4-1도,POINT (194117.7444385807 545155.6056220032),194117.7444385807,545155.6056220032
590,10800,466-1도,POINT (193395.9211403434 545831.4333146518),193395.9211403434,545831.4333146518
590,10700,산32-111임,POINT (196643.9460009952 542892.3116785953),196643.9460009952,542892.3116785953
590,10700,산24-17임,POINT (197815.2696004919 542937.4561841456),197815.2696004919,542937.4561841456
590,10700,708-535 도,POINT (196752.524602946 543252.671673729),196752.524602946,543252.671673729
590,10900,349-35도,POINT (193280.9114593508 544262.6937988033),193280.91145935078,544262.6937988033
590,10900,395-61도,POINT (193355.6771526976 543685.832273851),193355.6771526976,543685.832273851
590,10700,1133-11 도,POINT (197507.6857593386 543313.4250442046),197507.68575933858,543313.4250442046
590,10700,708-820 천,POINT (197411.6316916163 543376.5256785995),197411.6316916163,543376.5256785995
590,10200,산51-10임,POINT (196483.4176218172 543836.071459391),196483.41762181718,543836.071459391
590,10200,412 대,POINT (196471.3695341368 543830.0490897376),196471.3695341368,543830.0490897376
590,10700,208-6대,POINT (197086.1100847714 543124.8372218328),197086.1100847714,543124.8372218328
590,10800,466-55도,POINT (193524.6113606854 545727.8287539344),193524.6113606854,545727.8287539344
590,10800,466-55도,POINT (193503.1371797569 545725.0962989712),193503.13717975692,545725.0962989712
590,10700,2279도,POINT (198410.3543438778 543123.8043868821),198410.3543438778,543123.8043868821
590,10700,1809도,POINT (198404.7918457201 543015.1179804285),198404.79184572012,543015.1179804285
590,10700,2249도,POINT (198422.3039108187 543256.7605994152),198422.3039108187,543256.7605994153
590,10900,425-20도,POINT (193405.4474313463 543705.3456509833),193405.44743134629,543705.3456509833
590,10700,1133대,POINT (197398.1572699086 543376.5428020934),197398.15726990858,543376.5428020934
590,10200,505-3 대,POINT (196155.0576725532 543661.3723681942),196155.0576725532,543661.3723681942
590,10700,200전,POINT (197001.737271558 543207.4587436632),197001.737271558,543207.4587436632
590,10700,105대,POINT (197790.9385588355 543414.5674804176),197790.9385588355,543414.5674804176
590,10700,105대,POINT (197843.4027224305 543477.4562993519),197843.4027224305,543477.4562993519
590,10700,105대,POINT (197853.5770324355 543477.7483924635),197853.5770324355,543477.7483924635
590,10700,200-15대,POINT (197017.1402839018 543228.0198275906),197017.1402839018,543228.0198275907
590,10200,157-50도,POINT (195131.6582060826 544826.2121013604),195131.65820608262,544826.2121013604
590,10200,157-50도,POINT (195127.3661304554 544858.4498664887),195127.3661304554,544858.4498664887
590,10200,215-38구,POINT (194945.7151013563 543998.83011639),194945.7151013563,543998.83011639
590,10100,324-2도,POINT (195489.5364011806 545455.4917953992),195489.53640118058,545455.4917953992
590,10400,126-20도,POINT (195914.3603846471 545868.3782038576),195914.36038464712,545868.3782038576
590,10200,182-16대,POINT (194687.2869319801 544816.6131681015),194687.2869319801,544816.6131681015
590,10300,508-1도,POINT (195735.7884605585 545323.7310022295),195735.7884605585,545323.7310022295
590,10700,3097대,POINT (198381.9237420548 542474.9801694351),198381.92374205482,542474.980169435
590,10700,442-1대,POINT (198356.489875682 541981.4494319602),198356.489875682,541981.4494319602
590,10700,440-7대,POINT (198364.4847649882 542100.758927273),198364.4847649882,542100.758927273
590,10100,817 대,POINT (198715.5126035912 544384.5332149435),198715.51260359123,544384.5332149435
590,10200,259-4 도,POINT (194218.1775801522 544255.0743218518),194218.1775801522,544255.0743218518
590,10800,23-186대,POINT (193743.1929438082 545758.8588800589),193743.19294380822,545758.8588800589
590,10800,23-105도,POINT (193729.8033479802 545763.1231256223),193729.8033479802,545763.1231256223
590,10300,421-2 도,POINT (196341.7064239043 543955.3000677972),196341.7064239043,543955.3000677972
590,10300,산49-1임,POINT (196393.7090066483 543945.8679346581),196393.70900664828,543945.8679346581
590,10300,산49-118임,POINT (196522.3809992414 543923.2537893486),196522.3809992414,543923.2537893486
590,10300,50-1도,POINT (196533.861670021 543910.3017164854),196533.86167002103,543910.3017164854
590,10700,1133-11 도,POINT (197496.150408075 543321.3250851285),197496.150408075,543321.3250851285
590,10100,324-2도,POINT (195402.5863570041 545261.6936231087),195402.5863570041,545261.6936231087
590,10200,84-1구,POINT (196284.4528621259 544239.7807760653),196284.4528621259,544239.7807760653
590,10800,375-1학,POINT (193628.4211304022 544738.9450355581),193628.4211304022,544738.9450355581
590,10800,375-1학,POINT (193629.7095688495 544729.7027847208),193629.7095688495,544729.7027847208
590,10800,407-9제,POINT (193007.332140998 544320.6843305518),193007.332140998,544320.6843305518
590,10900,349-35도,POINT (193489.4636041362 544289.8748778863),193489.46360413622,544289.8748778864
590,10500,239-121대,POINT (196452.010182624 544508.9148966458),196452.01018262398,544508.9148966458
590,10200,211-437도,POINT (195140.1906005106 544426.2290163402),195140.1906005106,544426.2290163402
590,10200,204-331임,POINT (195084.9284287107 544448.4593925009),195084.9284287107,544448.4593925009
590,10200,159-75대,POINT (195103.7393702829 544394.0768393925),195103.73937028288,544394.0768393925
590,10900,349-35도,POINT (193302.4241232899 544264.8516085857),193302.42412328988,544264.8516085857
590,10900,349-35도,POINT (193399.3839716259 544277.4426650564),193399.3839716259,544277.4426650564
590,10200,210-17도,POINT (195015.1170677999 544333.578937015),195015.11706779987,544333.578937015
590,10200,521-1 공,POINT (194858.8748675146 544572.2175410704),194858.87486751462,544572.2175410704
590,10200,157-53도,POINT (195140.4031950033 544875.3196991057),195140.40319500328,544875.3196991057
590,10200,157-50도,POINT (195128.6263628635 544819.7611636491),195128.62636286352,544819.761163649
590,10200,157-50도,POINT (195137.9184796547 544825.746719901),195137.91847965468,544825.746719901
590,10200,159-257 대,POINT (195167.210694069 544783.0487751594),195167.21069406898,544783.0487751594
590,10200,347-6도,POINT (194047.3365386114 544623.940603859),194047.33653861142,544623.940603859
590,10200,214-1도,POINT (194994.1928650446 544010.6447166787),194994.1928650446,544010.6447166787
590,10600,89-6천,POINT (198543.1403302369 544267.9260663028),198543.1403302369,544267.9260663028
590,10300,528-1도,POINT (195550.680405202 545061.3493837813),195550.680405202,545061.3493837813
590,10700,산32-111임,POINT (196648.2703268219 542906.4337264075),196648.27032682192,542906.4337264075
590,10400,215도,POINT (195664.9435195859 545612.2502583138),195664.9435195859,545612.2502583138
590,10400,148-9 도,POINT (195641.4079752751 545535.0038043181),195641.40797527513,545535.0038043181
590,10400,457-257수,POINT (195654.6986631326 545526.0697610513),195654.6986631326,545526.0697610513
590,10400,457-292대,POINT (195529.4228077104 545555.0809619464),195529.4228077104,545555.0809619464
590,10400,344-1임,POINT (195581.1397538399 545669.6582609027),195581.13975383987,545669.6582609027
590,10500,233학,POINT (196557.55724026 545191.0466427762),196557.55724026,545191.0466427762
590,10500,204-136구,POINT (196335.1970505173 545270.9936099979),196335.1970505173,545270.9936099979
590,10300,528-1도,POINT (195542.3911192513 545029.1160798592),195542.3911192513,545029.1160798592
590,10200,201-98 대,POINT (194816.9975067 544648.0773057605),194816.99750670002,544648.0773057605
590,10200,125-2대,POINT (195880.0467519674 544270.9607715775),195880.04675196737,544270.9607715775
590,10200,125-4대,POINT (195888.8830168757 544303.1627763511),195888.8830168757,544303.1627763511
590,10200,74-34대,POINT (195874.6497934656 544314.6419342697),195874.6497934656,544314.6419342697
590,10300,126-2대,POINT (195859.2718755866 544253.9612482786),195859.2718755866,544253.9612482786
590,10200,126-1대,POINT (195843.3967567515 544274.6327066872),195843.3967567515,544274.6327066872
590,10800,1116대,POINT (193102.5930508715 544947.2646483798),193102.59305087148,544947.2646483798
590,10800,390-5학,POINT (192959.1048979737 544367.1820776255),192959.1048979737,544367.1820776254
590,10900,492-138도,POINT (192285.7778987229 544097.6014180254),192285.77789872288,544097.6014180254
590,10900,948-1 대,POINT (191857.0154576512 543458.9933300971),191857.0154576512,543458.9933300971
590,10900,989-12대,POINT (191568.6301687573 543041.1238495982),191568.6301687573,543041.1238495982
590,10900,989-10대,POINT (191579.1081393509 543034.1932251368),191579.1081393509,543034.1932251368
590,10200,55-41대,POINT (195913.0300044887 544643.1246459989),195913.0300044887,544643.1246459989
590,10200,55-40대,POINT (195899.3981447107 544654.1206656829),195899.3981447107,544654.120665683
590,10200,55-197대,POINT (195965.8978830685 544849.350956711),195965.8978830685,544849.350956711
590,10200,54-15공,POINT (195913.3854378861 544953.2463188005),195913.38543788609,544953.2463188005
590,10500,211-38도,POINT (195929.2465505053 545073.207224816),195929.2465505053,545073.207224816
590,10100,55-2 도,POINT (194704.890390595 545928.1737126275),194704.890390595,545928.1737126275
590,10200,229-131대,POINT (194735.940814581 545062.2509986612),194735.940814581,545062.2509986612
590,10200,126-1대,POINT (195861.519756065 544269.6513580371),195861.519756065,544269.6513580371
590,10300,528-1도,POINT (195757.4006528048 545051.8990918056),195757.4006528048,545051.8990918057
590,10300,528-1도,POINT (195751.4039121526 545041.1377141612),195751.40391215263,545041.1377141612
590,10300,589-2도,POINT (195673.3304546193 545042.4835400993),195673.3304546193,545042.4835400993
590,10300,528-1도,POINT (195674.5124872286 545032.3532523907),195674.51248722858,545032.3532523907
590,10900,618-37임,POINT (192278.7907849685 543146.0907728397),192278.79078496853,543146.0907728397
590,10300,36-1대,POINT (195392.5128449539 544839.8614098481),195392.51284495392,544839.8614098481
590,10300,36-1대,POINT (195391.5926314692 544813.789371023),195391.59263146922,544813.789371023
590,10400,126-20도,POINT (195974.8010184804 545875.5784069068),195974.8010184804,545875.5784069068
590,10400,136-2도,POINT (195935.1830964248 545810.3475890445),195935.1830964248,545810.3475890445
590,10400,47-42도,POINT (195957.972663255 545798.7593831655),195957.972663255,545798.7593831655
590,10400,136-82대,POINT (195879.0918322314 545686.0062417455),195879.0918322314,545686.0062417454
590,10800,23-166대,POINT (193995.2661896418 545554.2348714953),193995.26618964178,545554.2348714953
590,10800,11-4도,POINT (194011.2786279174 545289.1297534393),194011.27862791737,545289.1297534393
590,10100,232-186도,POINT (194722.0464631812 545610.2575330653),194722.0464631812,545610.2575330653
590,10700,1092도,POINT (198074.9274196637 542610.835416715),198074.9274196637,542610.835416715
590,10700,1092도,POINT (198079.6627606515 542604.8458695754),198079.6627606515,542604.8458695754
590,10700,1092도,POINT (198069.018614692 542604.6993788037),198069.018614692,542604.6993788037
590,10700,1094도,POINT (198074.0588021509 542596.150033496),198074.0588021509,542596.150033496
590,10700,1094도,POINT (198065.8485515083 542548.4550322403),198065.84855150827,542548.4550322404
590,10700,1094도,POINT (198071.0831731953 542540.6996801379),198071.0831731953,542540.6996801379
590,10700,1094도,POINT (198071.8873363587 542554.483436606),198071.88733635872,542554.483436606
590,10700,1094도,POINT (198069.1697450085 542498.9468361177),198069.16974500852,542498.9468361178
590,10700,1094도,POINT (198064.8423566118 542490.241053066),198064.8423566118,542490.241053066
590,10700,1095도,POINT (198073.5118723238 542490.9374262613),198073.51187232378,542490.9374262614
590,10700,1095도,POINT (198068.0086553593 542482.9402378428),198068.0086553593,542482.9402378428
590,10700,1091도,POINT (198195.7457982349 542594.6560928758),198195.7457982349,542594.6560928758
590,10700,1096도,POINT (198188.2788981591 542489.7872429019),198188.2788981591,542489.7872429019
590,10700,1096도,POINT (198180.2761614055 542484.9804884226),198180.27616140552,542484.9804884226
590,10700,1096도,POINT (198189.899856241 542479.0165947702),198189.899856241,542479.0165947702
590,10700,산10-5임,POINT (197862.5154332574 543737.095719984),197862.5154332574,543737.095719984
590,10700,산10-5임,POINT (197853.7950684501 543733.1833896304),197853.79506845013,543733.1833896304
590,10700,708-498천,POINT (197936.5853662525 543692.0479251146),197936.5853662525,543692.0479251146
590,10700,56-12도,POINT (197924.8490780269 543702.6833240121),197924.84907802692,543702.6833240121
590,10700,59-14도,POINT (197949.2891715147 543664.0014805635),197949.28917151468,543664.0014805635
590,10700,59-22도,POINT (197951.2552420008 543630.245869361),197951.25524200077,543630.245869361
590,10700,59-23도,POINT (197944.8776344561 543599.7519978464),197944.8776344561,543599.7519978464
590,10700,1137-6도,POINT (197924.0399215644 543550.7309595661),197924.03992156443,543550.7309595661
590,10600,331 대,POINT (198072.8446899278 543904.7861500132),198072.84468992782,543904.7861500132
590,10500,259천,POINT (196620.1357580174 545497.3450896664),196620.1357580174,545497.3450896664
590,10900,500-8도,POINT (192642.3290476506 544165.076805703),192642.3290476506,544165.076805703
590,10800,68-10구,POINT (193756.0146627221 545317.6422185448),193756.0146627221,545317.6422185447
590,10800,15-45공,POINT (193696.0768555866 545273.6216457735),193696.0768555866,545273.6216457735
590,10800,15-45공,POINT (193685.5480399261 545271.9710015603),193685.5480399261,545271.9710015603
590,10800,101-29도,POINT (193629.2518762935 545941.4614551626),193629.2518762935,545941.4614551626
590,10500,9-22도,POINT (196994.8613934428 545330.5924516115),196994.8613934428,545330.5924516115
590,10500,9-22도,POINT (197008.86354338 545323.2001124776),197008.86354338,545323.2001124775
